manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,price_usd
Audi,A6,automatic,blue,244000,2005,gasoline,FALSE,gasoline,2.4,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,8100
Mercedes-Benz,Sprinter,mechanical,white,500000,1999,diesel,FALSE,diesel,2.9,van,FALSE,owned,rear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91,14000
Renault,Laguna,mechanical,black,190000,2001,gasoline,FALSE,gasoline,1.6,liftback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2300
Volkswagen,Passat CC,automatic,white,137000,2010,gasoline,FALSE,gasoline,2,coupe,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,10500
Toyota,Corolla,mechanical,silver,205000,2005,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,118,4000
BMW,320,automatic,blue,0,2019,diesel,FALSE,diesel,2,sedan,TRUE,new,all,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,11,47000
Renault,Scenic,mechanical,red,68000,2002,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,105,4100
Renault,Clio,mechanical,other,76000,2013,gasoline,FALSE,gasoline,1.2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,142,9115.53
Renault,Clio,mechanical,other,257000,1991,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,699
Citroen,ZX,mechanical,silver,400000,1991,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,400
Fiat,Punto,mechanical,red,200000,1999,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92,1650
Volkswagen,Polo Sedan,mechanical,other,41000,2017,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,54,11000
Chrysler,PT Cruiser,automatic,violet,189903,2003,gasoline,FALSE,gasoline,2.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,3990
Renault,19,mechanical,white,250000,1994,gas,TRUE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,141,650
Mercedes-Benz,E200,mechanical,blue,460000,1993,diesel,FALSE,diesel,2,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,1300
Volkswagen,Golf,mechanical,red,232000,1998,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,3450
Skoda,Octavia,automatic,black,59000,2017,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,169,19999
Hyundai,Solaris,mechanical,white,170000,2014,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59,7990
Renault,Clio,mechanical,silver,245000,2009,gasoline,FALSE,gasoline,1.2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,157,4800
Volkswagen,T5,mechanical,white,555555,2004,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,8200
Volkswagen,Jetta,automatic,black,17700,2014,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,12500
Chrysler,PT Cruiser,mechanical,silver,250000,2000,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,39,3400
Fiat,Marea,mechanical,silver,325000,1999,diesel,FALSE,diesel,2.4,universal,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,86,2000
Mazda,323,mechanical,blue,240000,1998,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,118,1950
Iveco,Daily,mechanical,yellow,111000,1997,diesel,FALSE,diesel,2.8,minibus,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,10000
Citroen,Nemo,automatic,white,233525,2008,diesel,FALSE,diesel,1.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,3500
Citroen,C5,mechanical,black,118000,2011,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1024,9700
Renault,Twingo,mechanical,red,150000,2003,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,2100
Volkswagen,Passat,automatic,silver,174000,2009,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,60,6500
Skoda,Octavia,mechanical,white,150000,2005,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,119,3950
Volkswagen,Golf,mechanical,blue,280000,1996,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,2100
Ford,Focus,automatic,other,236000,2008,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,206,5400
Fiat,Bravo,mechanical,silver,215000,1999,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,88,1250
Opel,Vectra,mechanical,silver,364000,2001,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,2850
Skoda,Rapid,mechanical,white,0,2019,gasoline,FALSE,gasoline,1.6,sedan,TRUE,new,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,15009.49
Mazda,323,mechanical,red,400000,1998,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,1200
SsangYong,Rodius,mechanical,other,290000,2005,diesel,FALSE,diesel,2.7,minivan,FALSE,owned,all,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,64,7113.72
Citroen,Xsara,mechanical,grey,238000,1998,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,179,2150
Renault,Clio,mechanical,green,225000,2002,diesel,FALSE,diesel,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27,2700
Opel,Vectra,mechanical,brown,207000,2003,gasoline,FALSE,gasoline,2.2,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,4000
Toyota,Camry,automatic,red,100000,2008,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,9,9300
Volkswagen,T5,mechanical,white,364000,2007,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,124,10999
Volkswagen,Passat,mechanical,black,364000,2002,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,5700
Volkswagen,Golf,mechanical,silver,162000,2009,gasoline,FALSE,gasoline,1.4,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7100
Subaru,Forester,automatic,other,80467,2016,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,13,27950
Hyundai,Lantra,mechanical,green,293000,1996,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,1000
Volkswagen,Touareg,automatic,black,345000,2003,gasoline,FALSE,gasoline,3.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,64,12500
Mazda,626,mechanical,silver,300000,1999,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250,1400
Citroen,Xantia,mechanical,green,286000,1998,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28,2000
Land Rover,Freelander,mechanical,grey,2500,2002,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,5700
Volkswagen,Golf,automatic,black,127000,2011,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,9000
Mercedes-Benz,GL320,automatic,black,270000,2009,diesel,FALSE,diesel,3,suv,FALSE,owned,all,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,9,16100
Mazda,MPV,automatic,other,207850,2001,gasoline,FALSE,gasoline,2.5,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,4050
Nissan,Almera,automatic,black,197000,2007,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,76,4100
Kia,Sorento,mechanical,black,264500,2004,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,7000
Renault,Koleos,mechanical,grey,383045,2008,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,7200
Volvo,V50,mechanical,green,280348,2008,diesel,FALSE,diesel,1.6,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,5246.09
Volkswagen,Jetta,mechanical,blue,499000,1987,diesel,FALSE,diesel,1.6,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,112,1200
Opel,Signum,automatic,black,240000,2003,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,52,5250
Mazda,6,automatic,blue,201168,2008,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,176,9000
Ford,Probe,mechanical,red,370000,1994,gasoline,FALSE,gasoline,2,coupe,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1000
Audi,80,mechanical,red,111000,1990,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,700
Renault,Scenic,mechanical,silver,258086,2000,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125,3000
Toyota,Sienna,automatic,red,175418,2010,gasoline,FALSE,gasoline,3.5,minivan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,135,18000
BMW,520,automatic,black,190000,2011,diesel,FALSE,diesel,2,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1224,22500
Volkswagen,Passat,automatic,silver,360000,1997,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,57,2750
Volkswagen,Golf,mechanical,white,380000,1998,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,2300
BMW,525,automatic,grey,276000,2008,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,112,9800
Citroen,C-Crosser,mechanical,grey,167868,2009,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,54,9950
Volkswagen,Golf,mechanical,violet,300000,1995,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,126,2300
Citroen,Xantia,mechanical,silver,261000,1999,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1500
Ford,Taunus,mechanical,black,13000,1981,gasoline,FALSE,gasoline,2.8,coupe,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,196,3500
Volkswagen,Golf,mechanical,silver,360000,2002,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,4700
Ford,Escape,automatic,black,3377,2018,gasoline,FALSE,gasoline,1.5,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,41,16900
BMW,525,automatic,green,321000,2004,diesel,FALSE,diesel,2.5,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,66,8750
Volkswagen,Passat,automatic,black,204000,2010,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,179,7999
Rover,400-Series,mechanical,red,170000,1999,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,2500
Volvo,S40,mechanical,white,500000,1996,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,316,1700
BMW,523,automatic,blue,175000,2010,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,148,16000
Volkswagen,Sharan,automatic,blue,354322,1999,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2987.76
Volkswagen,Passat,mechanical,black,141000,2010,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,237,11500
BMW,520,mechanical,silver,302000,1996,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,50,3800
Audi,A8,automatic,blue,215000,2009,diesel,FALSE,diesel,3,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,81,14800
Kia,Cee'd,mechanical,black,44000,2015,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,55,12000
Renault,Clio,mechanical,silver,152000,2004,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,3500
Opel,Zafira,mechanical,black,215000,2007,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7200
Mazda,3,automatic,other,58000,2014,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,35,13400
Volkswagen,Tiguan,mechanical,silver,170900,2015,gasoline,FALSE,gasoline,1.4,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,28,11800
Ford,Fusion,automatic,yellow,177028,2014,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,11950
Dodge,Intrepid,automatic,silver,241402,2001,gasoline,FALSE,gasoline,2.7,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,2700
Subaru,Impreza,mechanical,blue,10000,1999,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,9999
Mercedes-Benz,E220,automatic,silver,330000,2001,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,27,4000
Peugeot,206,mechanical,black,260000,2008,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,2600
Toyota,Auris,mechanical,silver,108500,2010,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,8300
Peugeot,308,mechanical,red,156550,2008,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,57,5350
Toyota,HiAce,mechanical,red,470000,2001,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,156,7777
ЗАЗ,Таврия,mechanical,red,80000,1994,gasoline,FALSE,gasoline,1.1,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,331.97
Citroen,Xsara,mechanical,other,400000,1999,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,1999
Renault,Laguna,mechanical,grey,311000,1997,gas,TRUE,gasoline,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,2700
Volkswagen,Passat,mechanical,silver,300001,1998,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,20,4150
Suzuki,Swift,automatic,grey,106000,2011,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,223,7900
Peugeot,Expert,mechanical,blue,274000,2005,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,6000
Opel,Astra,mechanical,grey,301000,2003,diesel,FALSE,diesel,1.7,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,2700
Ford,S-Max,mechanical,black,260000,2007,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,67,9500
Renault,Logan,mechanical,brown,39000,2019,gas,TRUE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,16,10000
Hyundai,Santa Fe,automatic,grey,115000,2012,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,20800
Chevrolet,Cruze,mechanical,white,184000,2010,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,120,7500
BMW,530,automatic,black,241000,2003,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,8500
Seat,Toledo,mechanical,green,274000,1999,gasoline,FALSE,gasoline,1.6,liftback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,87,1699
Nissan,Maxima,mechanical,green,450,1997,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1800
Volkswagen,Polo Sedan,mechanical,white,121400,2012,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,67,7000
Nissan,Tiida,automatic,red,90000,2012,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,54,8850
Daewoo,Lanos,mechanical,violet,300000,1998,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,1100
Toyota,Sienna,automatic,silver,206000,2008,gas,TRUE,gasoline,3.5,minivan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,154,10550
Nissan,X-Trail,automatic,grey,96000,2014,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,35,14400
Opel,Corsa,mechanical,blue,200000,2000,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,1500
Opel,Omega,mechanical,green,450000,1995,gasoline,FALSE,gasoline,2,universal,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,2200
Audi,A6,mechanical,silver,123086,1998,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,55,5700
Opel,Grandland X,automatic,grey,12500,2017,gasoline,FALSE,gasoline,1.2,suv,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,246,18995
BMW,530,automatic,white,80000,2017,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,18,39000
Honda,Fit,automatic,red,217261,2009,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,57,7750
Chrysler,Stratus,automatic,green,380000,1997,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12,1500
Volkswagen,Jetta,mechanical,other,57000,1986,gasoline,FALSE,gasoline,1.6,coupe,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14,550
Daewoo,Matiz,mechanical,yellow,172000,2009,gasoline,FALSE,gasoline,0.8,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93,2000
Mazda,E2200,mechanical,yellow,230000,1997,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,175,650
Opel,Astra,automatic,white,135000,2011,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,85,7700
